ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,defaultpaymentnextmonth
27008,472569.9333,1,,2,,-1,-1,-1,-1,-1,0,5454,,12457,,27711.7945,,,12799,1773.01605,27062.2128,12,,0
27009,16557.5602,1,2,2,39,0,0,,0,0,0,58538,61359,58147,,30881.69734,37794,6000,0,,,,3000,0
27010,200273.9644,1,1,1,,-1,,-1,,,-1,28910,6581,,8604,-7206.328854,43097,6593,,-151.0794402,6435.569623,43097,,0
27011,176492.6618,1,,1,39,1,3,,2,3,2,47675,47243,48328,49183,55985.17422,51937,500,2000,4905.145507,,4500,0,0
27012,186804.294,1,3,1,40,0,0,,0,0,-2,205277,127,3627,6303,-9363.72623,-63,269,,96688.05192,-1320.119737,,90000,0
27013,3611301,,-1,-1,-43,-10,-3,0,2,-3,11,124362,126860,129576,129863,-6766356.492,98163,4567,4787,,-74246.63974,3321,3326,1
27014,,-1,-2,-1,-43,,2,-1,,2,-1,,390,390,650,,520,,,1408.239336,,,,1
27015,193555.648,,1,,,0,0,0,0,0,0,209044,211453,217237,198681,201200.1818,206221,7705,,-1322.839651,4701.864285,,7517,0
27016,,-1,-2,,,0,0,0,0,0,0,178440,176624,76565,82825,3716423.839,66120,8000,10000,,142629.3919,,,0
27017,313266.3157,1,,,,,0,0,0,0,0,124617,126982,125072,126416,130369.1409,137519,6015,5006,16640.46093,12277.71037,8007,,0
27018,100294.05,1,3,1,41,0,0,0,0,0,0,35646,38040,39562,40427,,46878,,2135,676.9946757,5826.601871,,3000,0
27019,38432.73339,1,2,2,37,0,0,0,0,0,0,,45746,,47277,,17002,1736,2000,6163.317422,875.3319115,620,,0
27020,392615.0009,,,1,,-2,-2,-1,-1,-2,,-5,-5,5498,3259,18108.7368,1111,0,,4649.994531,8337.614325,1111,2420,0
27021,16422793.43,,-1,-2,-32,-3,4,-3,,4,-1,0,,,,146016.6205,0,0,0,13033.76659,-239.0712055,0,0,0
27022,115909.152,,1,2,32,,0,0,0,0,0,99573,159480,56267,11788,6699.750204,11419,2787,1353,-1245.13048,669.6736814,1000,1147,0
27023,359114.963,1,2,,,0,0,0,0,0,0,195639,196554,,,,,,7000,9885.507854,6831.668843,6500,6500,0
27024,-1129578.499,-1,-3,-2,-41,,7,0,-2,7,-3,,3483,6862,8727,430961.4138,,,4946,,63119.94912,1000,1000,1
27025,93194.03167,1,2,2,35,,0,0,0,0,0,92590,,69674,71097,59315.68501,,3251,2600,1358.08017,200.3446438,3000,3000,0
27026,247516.224,1,,,38,-1,-1,-1,-1,-1,-1,3833,4890,4157,14342,,,4890,4164,3051.568137,,,,0
27027,520154.4625,1,1,1,46,-2,-2,-2,-2,-2,-2,0,0,,1400,,0,0,1656,,2428.110358,0,0,0
27028,,,3,1,36,3,,2,,,-1,150,150,150,150,5289.689527,930,0,0,4176.644147,,930,,0
27029,,1,2,,33,0,0,0,,0,0,59867,,29312,,,26325,1500,1433,5993.417081,-1008.577363,929,,1
27030,370443.9226,1,1,1,,-2,-2,-2,-2,-2,-2,2988,0,668,0,,7149,,,,2607.25125,7149,150,0
27031,236255.2912,1,1,1,49,0,0,0,,0,0,236430,243445,246357,250942,,209309,11000,,4923.757775,,,8000,0
27032,,1,2,,29,0,,0,0,,,190074,193244,,185491,,315366,6847,,1257.425668,17274.10151,0,10000,0
27033,54174.16102,1,,,40,0,0,0,0,0,,,31923,47574,,10609.72963,7756,2068,18135,262.0604058,-1654.72162,,2000,0
27034,3611301,,-2,-2,-33,9,2,11,-9,2,0,-509,,4532,,,,,,-3848.292581,-121367.2261,,7548,1
27035,,-1,,-1,-46,-6,,11,-1,,,426429,436968,428712,425345,,353113,19000,0,-201.9531785,-208732.0781,14064,111170,0
27036,7220208.936,-1,-2,-1,,0,0,0,-2,0,-2,129902,134400,0,,-140592.9254,0,7000,,-643.8269239,,,,0
27037,310424.2771,,2,1,,,0,0,0,0,0,345408,340055,332945,327229,329457.544,290003,,13004,2559.911682,11415.64755,11004,11010,0
27038,40511.10284,1,3,2,47,0,0,0,0,0,0,15019,,17257,41868,41425.31681,,,1494,1136.019671,1238.806137,651,624,0
27039,332498.548,1,,1,45,-2,-2,,,-2,-2,,13813,6099,6255,-3574.301611,5451,14000,6129,-1376.765102,7947.570779,,3613,0
27040,,1,1,1,,-2,-2,-2,-2,-2,,1689,655,361,301,,297,655,,-523.2092357,,,366,1
27041,252624.8973,1,,1,37,-1,-1,-1,-1,-1,-1,22398,30002,1715,4408,-9495.913183,29987,30422,1721,1039.389129,4236.304845,30135,,0
27042,,,1,1,32,-1,,,0,,0,,4907,6833,,10605.2498,9779,4907,2000,,,319,247,0
27043,85982.5465,1,2,3,,0,,0,0,,0,72185,,72408,72832,,,,,12292.15213,6640.662948,5000,2000,0
27044,,1,3,2,,1,-1,-1,,-1,-1,-4,1496,4872,0,,,,5000,9263.658645,84.58405798,0,2000,1
27045,303767.1582,,2,,37,0,-1,-1,-1,-1,-1,16270,140,500,1226,,1879,140,1500,-608.5727601,3073.302691,,3000,0
27046,322207.9726,1,3,2,,,-2,-2,-2,-2,-2,,1656,1440,27000,,12600,2155,1440,1928.280643,1394.946687,12600,0,0
27047,3611301,-1,-1,-2,,1,-1,2,0,-1,0,,416,832,0,,416,416,832,,-37699.7761,416,0,1
27048,,1,1,2,36,2,0,0,0,0,0,75384,74177,65336,53578,50083.35893,43870,4000,4000,2164.288994,5466.853176,2500,1800,0
27049,172610.2009,1,3,,43,,2,2,2,2,2,55544,57428,58917,60352,69636.28216,63042,3400,,1385.64195,2418.215694,3000,,0
27050,193027.5244,1,2,1,35,0,0,2,0,0,,,200774,196933,,93781.66359,99382,16000,0,14177.58367,7027.906313,0,4000,1
27051,265178.1541,1,1,2,,-1,-1,,,-1,-1,1695,5827,10190,2355,5918.087783,586,6644,10200,,5902.584752,,0,0
27052,369136.2157,-1,-3,-2,-36,-2,11,11,-4,11,-1,,16300,390,14536,82780.2526,,,390,,,0,8346,1
27053,24386.88649,1,,1,47,0,,0,0,,,12975,,,,,16678,1230,1563,3984.608825,1180.058073,605,,0
27054,15903.8041,1,,1,28,2,2,,2,2,2,23027,23848,23873,24182,32682.01136,,1500,700,3426.055865,4858.463869,2013,1108,1
27055,49523.4598,,5,2,32,0,0,0,0,0,0,57505,51934,40855,37742,,8850,1800,2000,2469.235383,4299.771765,,,0
27056,82236.08341,,2,1,32,0,0,0,0,0,0,47842,,39937,25864,,9990,2097,1650,5066.985317,,3000,,0
27057,36748.67181,1,3,1,46,1,2,,0,2,0,19450,18844,19853,,11363.53779,,,,-431.0357667,-2158.176782,720,,0
27058,101751.7473,,1,1,38,0,0,0,0,0,-2,,48435,49854,51400,-4904.379324,0,2500,2500,593.6364742,-162.269753,0,0,1
27059,70599.65145,1,2,2,34,0,,0,0,,-1,19138,6630,,,-14204.03952,390,1100,1254,10120.38351,,390,390,0
27060,222118.6913,1,2,1,39,-1,-1,-1,,-1,0,,169,497,,5441.472187,10500,169,497,1599.126664,,,2822,1
27061,,1,,,45,0,0,,0,0,0,26400,27400,28400,29400,,,1000,1000,212.1552041,2440.365045,0,,0
27062,152657.3867,1,2,2,33,1,-1,0,-1,-1,0,,,390,11,,381,870,300,,-694.4571789,300,500,0
27063,,1,3,2,41,0,0,0,0,0,0,,268030,157691,158720,151903.7635,143663,7948,22429,435.6485327,,5887,5890,0
27064,68872.66186,1,,,45,-1,-1,-1,-1,-1,,10567,264,,,5376.95312,,264,3430,12054.31923,25746.97343,5000,3020,0
27065,,,2,,33,0,,0,0,,0,10146,,9919,10400,21264.69034,19813,,1200,847.6911998,,351,,0
27066,340440.4214,,2,2,39,-1,-1,,-1,-1,-1,10027,8929,34635,,28602.01726,8703,8975,34825,4788.002406,,8719,4861,0
27067,245459.4637,1,3,1,44,1,-2,-2,-2,-2,-2,0,0,0,,,0,0,0,,-645.790806,0,0,1
27068,230499.4934,,1,2,39,-1,,-1,-1,,-1,260,834,-150,517,,603,1000,0,1417.391706,-74.95309902,700,10200,0
27069,3611301,,-2,-1,-35,4,-5,-9,3,-5,0,9501,10560,11312,13050,-1303726.692,14008,1500,,1110.224993,,1600,,0
27070,172450.1154,1,1,2,,0,0,0,,0,0,,,151713,130107,79345.49726,79743,15000,,8754.258987,,7000,15000,0
27071,,1,,2,44,0,,0,0,,0,25949,27214,28472,29696,33278.59429,33222,2000,2000,1645.578295,1967.306529,2500,3000,0
27072,6397982.801,-1,,-2,-35,3,2,,3,2,2,450,,,,,,,0,-786.5433584,65499.59334,0,288,0
27073,134704.8446,1,3,2,39,-2,-2,-2,-2,-2,-2,,2925,,-1944,-1781.334801,,2935,4,999.0423184,-1964.35582,7,10004,0
27074,315262.694,1,,1,38,-1,-1,-1,-1,-1,-1,17999,38899,24620,,20825.28046,5167,38933,24692,5724.68856,11691.4913,5167,11325,0
27075,86027.73933,1,3,2,44,0,0,0,0,0,0,,91542,92686,94122,,54866,4200,3900,,2873.750026,2000,,1
27076,204044.0267,1,2,2,30,0,,0,0,,0,65342,,64594,,,13737,,3000,,-335.9292863,,,0
27077,183589.4707,,,,,,-2,-1,,-2,,541,-59,,7756,14003.53511,,59,6876,6862.182442,6139.882854,13129,12184,0
27078,1495245.018,,,-1,-35,2,0,0,0,0,,9242,,10004,9722,110163.8424,9856,,,703.8360218,-3952.177391,345,580,0
27079,,1,1,2,,0,0,0,0,0,0,46288,48205,49352,49682,,,3000,2300,16431.83461,3031.499704,1500,1189,0
27080,247462.7354,,2,,34,0,0,0,,0,,194548,,206312,205804,123863.9356,137740,7200,,,,15000,45,0
27081,272819.0198,1,1,2,,-2,-2,-2,,-2,-2,,1818,2057,2278,18684.38309,-57060,1827,2066,-5280.606673,,1827,60860,0
27082,6407086.775,-1,,-2,,1,14,9,6,14,13,73414,69998,72368,77505,,,3000,3500,,55761.14636,,,1
27083,94419.29564,1,,1,39,2,2,2,2,2,,51193,,55132,56629,58853.90422,58742,1200,5000,,,,,1
27084,,1,1,,29,,0,0,,0,,,31422,33619,23553,23988.48461,,2563,9842,,8337.216934,4318,,0
27085,141444.9455,,3,1,39,1,,2,2,,0,89592,92225,93890,91013,100070.1165,93065,,4000,3837.788605,2945.590072,7893,2660,1
27086,6195438.847,,,-2,-32,-1,2,,2,2,0,2178,1755,58197,50485,2140855.309,38073,0,58197,,-17369.05885,1366,2000,1
27087,141901.5939,1,5,1,34,,,0,0,,0,92000,94000,96000,,92226.95765,,2000,,3161.781732,-1463.020088,0,0,0
27088,18257.61824,1,,1,,-1,2,2,2,2,-1,780,780,390,,-6115.671289,0,390,0,3932.343104,-4041.43968,0,,0
27089,69285.03741,,2,1,44,0,,-1,,,-2,3201,0,5701,0,4091.243728,,,5701,,,0,,1
27090,194166.976,,2,2,,0,0,0,0,0,0,66662,61331,56523,56737,,47471,2116,2549,25667.21959,-759.6644095,1655,2111,0
27091,-38851.0902,1,2,2,,0,0,0,,0,0,16419,,20159,19533,26361.94024,19695,1300,3300,-761.0723794,3650.90182,1000,900,0
27092,118600.6372,1,,,46,2,0,0,0,0,0,,78255,,,,46049,3000,3055,,129.9066561,1692,1618,1
27093,41130.34208,1,2,,36,,-1,-1,-1,-1,0,630,815,1104,9182,297.4414096,8443,,1104,4768.144957,-2564.776234,801,184,0
27094,3611301,-1,-1,-1,-48,7,-3,-10,0,-3,-1,189158,150621,153900,0,-313069.3233,0,6561,,-4748.888602,-12772.85819,0,0,1
27095,,-1,-3,-2,,,0,5,-3,0,-2,170928,170290,,171572,-7794371.52,151119,6500,8031,-1173.435965,-42441.37565,6000,5500,1
27096,,1,2,2,30,-1,-1,,-1,-1,-1,44300,,34050,3000,12124.49357,49128,54700,,-4458.006831,809.151089,49128,5000,0
27097,173541.8496,1,2,,33,0,0,,0,0,0,78859,81539,84216,86812,83946.31581,90264,4000,,,,4000,4000,0
27098,34011721.37,-1,,-1,-35,0,-9,-7,-9,-9,-2,9238,0,1758,2886,137907.4987,3040,,,-14878.24973,-23615.27452,7,2138,1
27099,519387.8656,1,,,43,,-2,-2,-2,-2,-1,0,0,0,0,-7401.438662,4716,0,0,-4208.822574,514.2410501,4716,1000,0
27100,,1,,1,,0,0,0,,0,0,61105,,62681,,43162.02079,48449,,4000,33411.04832,5152.013124,5000,2000,0
27101,,1,,,44,-1,-1,-1,-1,-1,-1,530,25576,1561,2106,,4274,25576,1561,3473.401996,5221.24586,4274,4310,0
27102,300935.916,1,2,1,,,-1,0,0,-1,0,114324,238058,236220,233586,212745.3451,233304,244500,8613,7312.777581,12090.85886,8093,6399,1
27103,3611301,,,,-34,-10,-9,-3,-2,-9,-8,1236,856,856,856,169507.8454,856,856,,,-34538.80629,856,856,1
27104,221178.2443,1,1,2,30,-2,-2,,,-2,,2895,-1,-1,300,13738.89102,2194,0,0,6958.730705,3970.724279,,,0
27105,20752.79072,1,,1,44,,-1,,-1,-1,-2,390,390,0,780,,0,390,0,,-3401.400141,0,0,0
27106,,1,2,,,0,0,0,,0,,29324,,,33602,43149.20748,,1500,2000,-1443.952175,7532.464281,0,2000,1
27107,135948.9258,,,2,32,-1,,-1,-1,,,1437,162,,162,1516.123049,367,162,116,,-5559.441008,,111,0
27108,147658.3534,1,,,,0,0,0,,0,0,,126032,,,41251.04237,39378,4442,5200,,5770.148468,5000,2000,0
27109,205541.6178,1,3,1,,0,,,0,,,,,,,30017.12282,25020,,2000,,,1500,,0
27110,1347552.598,-1,-2,-2,-36,0,0,0,,0,,20857,,23834,,,28092,2000,,,,3000,830,0
27111,154352.1919,1,2,1,,,,0,2,,2,25991,28053,30891,,28038.10765,31520,2500,,2310.540503,2271.839823,0,,1
27112,93659.49812,1,3,,,1,2,2,,2,2,11300,10822,13633,,23309.33055,,0,3000,25907.47538,2351.054512,0,,1
27113,272519.2131,1,6,,,0,0,,0,0,0,135437,65892,,52402,51851.05599,43070,19020,19002,293.9280271,16908.46594,,,0
27114,67409.07029,1,2,,29,0,0,0,0,0,,50901,,54555,15177,,,,2500,-2856.660381,,628,3525,0
27115,,,1,2,33,0,0,0,,0,0,,12633,88334,53978,,26567,4018,80004,1106.75262,,7000,2000,0
27116,3611301,,-2,-1,-33,-2,4,-4,2,4,-1,0,1427,0,198,12507.85134,525,,0,-3069.882472,11542.23403,525,,1
27117,88287.41183,1,,,33,,-2,-1,2,-2,0,0,0,1991,1991,85801.11166,95373,0,,,,,8000,0
27118,,1,3,1,42,0,,0,0,,0,226988,217735,,197096,,,8006,7506,4235.133825,,,5506,0
27119,139595.6938,1,1,,43,-1,-1,-1,-1,-1,-1,3131,,,5648,-1841.433214,0,5126,2557,19082.02028,5343.476269,0,3463,0
27120,220728.3879,1,3,,41,,0,,0,0,0,9552,11376,13185,,30332.5354,15423,2000,2000,,1467.257043,562,2000,1
27121,126770.192,1,2,2,,0,0,0,,0,0,19057,20091,,23927,31277.36419,136667,1500,,11617.86894,1796.05855,111338,4000,0
27122,448198.4962,1,1,2,31,1,2,2,2,2,-2,153246,,10199,,,,4009,,,-943.7365417,0,0,1
27123,146747.2926,1,1,2,31,2,2,2,2,2,3,57504,58590,64813,63048,138181.6001,122762,,7628,-3031.975882,,4500,3900,1
27124,175093.0723,1,1,1,,,,,0,,0,70317,56742,49176,41969,50001.77701,,,,13678.58825,,,5012,0
27125,276318.1145,1,,1,40,0,0,,,0,0,3686,4699,5718,6727,17918.7246,7005,,1103,,,255,,0
27126,,1,,2,,,-2,-2,-2,-2,-2,0,0,0,8086,-9745.452593,0,0,0,-1206.388138,793.9432654,0,0,0
27127,285231.318,,1,,35,,,,-1,,-2,1246,1217,338,,,0,,,-378.1406082,1675.987194,0,,0
27128,191649.04,1,1,1,,-1,,-1,-1,,-1,,,,,15387.00075,9624,6879,,1479.197858,9527.445909,9652,,0
27129,335162.6049,1,1,2,34,0,,,,,0,350178,359050,366591,331833,281553.652,290583,,15502,2141.943777,8980.261453,10224,10010,0
27130,,1,,1,42,0,0,0,,0,2,70265,74102,,84592,98282.94016,87186,,5000,685.6419027,,7000,,0
27131,342796.6276,,1,,38,,0,0,-1,0,0,,88355,54913,25407,13981.15506,,48564,10072,-1807.112792,4320.347005,,,0
27132,,1,,,37,-2,-2,-2,-2,-2,-2,,,0,,-15053.83119,0,0,0,4006.851853,,0,0,1
27133,227565.82,1,1,,45,0,0,0,0,0,0,92129,92690,93596,79320,,65193,3510,3998,,2456.222806,1971,,0
27134,,1,3,1,,-1,-1,,-1,-1,0,1665,1665,1665,,2547.630425,8764,1666,,,,,2808,0
27135,191088.6848,1,2,1,43,0,0,0,,0,,48540,38410,40291,,,25554,4000,5013,4297.610398,5011.673435,,5000,0
27136,479955.1483,,2,,47,-1,-1,-1,-1,-1,-1,,17849,12818,5674,,36000,18011,12818,-4094.773393,11828.76045,36018,,0
27137,38078.85754,1,3,,33,,,2,,,2,,20708,,22717,14657.88739,,1400,,2937.935432,2379.787728,,,1
27138,510466.1184,1,3,1,45,0,0,2,0,0,0,56294,57088,55597,55040,,60606,8000,0,,,10000,3000,0
27139,,1,2,1,48,0,,0,0,,0,236767,236769,238769,235603,,230897,,8922,6111.603435,,8418,8420,0
27140,203473.8303,1,1,1,46,,2,2,2,2,,64158,,,65199,,80692,3000,3000,,15973.84176,3000,,1
27141,27311855.07,-1,,-2,-42,0,,0,0,,0,455520,464727,,,18624855.21,,16100,20000,2118.24741,181166.8915,16000,15000,0
27142,,1,2,1,47,0,0,0,0,0,-1,205495,236484,243567,,210992.964,21682,34700,,,203475.7551,8505,377000,0
27143,187931.2612,1,1,2,,-1,-1,-2,-1,-1,,4908,0,,3166,-4020.387928,0,,0,32493.25687,-237.1484872,,4493,0
27144,69120.88993,,2,,30,-1,-1,2,-1,-1,-1,921,1498,749,749,,6295,1498,,,,6295,0,0
27145,150518.1344,,5,2,40,,0,0,0,0,0,,152159,154523,156121,101855.2843,119911,7650,6300,49582.20833,3226.224536,4600,4300,0
27146,372990.3344,1,3,1,42,0,0,,0,0,0,95014,97074,98274,84698,57774.25426,55610,5000,,,-223.709044,,3000,1
27147,284206.6018,,2,,,0,0,0,0,0,0,254065,,81130,103543,,107549,68000,12000,,720.0733287,4031,94390,0
27148,347889.7298,1,1,2,38,-1,-1,-2,-2,-1,,9054,,1135,,10759.06515,0,,1144,-2268.072742,-2480.373103,0,0,0
27149,242123.4469,,3,,45,0,0,0,0,0,0,135367,135091,133047,132264,132875.2647,133170,6300,4800,10898.6795,2833.262688,4900,4849,0
27150,96658.76349,1,,,30,2,2,,0,2,2,,34372,,34260,35773.36746,37347,,0,6316.003914,-8.943865519,1500,1600,0
27151,51852.67313,1,1,1,,0,0,0,0,0,2,13176,15945,17180,18811,20702.39169,,3000,1500,-1061.117142,,2000,0,0
27152,3611301,-1,,-1,-36,-2,-4,-8,-2,-4,-1,-95,-95,-95,5,-632769.2661,,0,,-3173.647412,,500,0,1
27153,298276.8872,1,3,1,44,0,,0,0,,0,38242,41083,,,58787.772,58155,4000,15000,,5286.770803,8043,,0
27154,369641.5106,,2,1,37,-2,-2,,-2,-2,-2,346,9138,,,13489.48199,376,9182,0,1049.206521,3567.674317,377,3208,0
27155,8815.502459,1,2,1,43,2,2,,,2,3,,17069,17818,,,19072,3000,1300,,-2218.608061,,0,0
27156,172738.5527,1,0,1,47,-1,-1,-1,-1,-1,,386,907,3707,,-2449.625526,4613,907,3707,,1467.976543,4613,4099,0
27157,977413.8751,,-2,,-29,,6,,4,6,,33666,32875,32101,31071,1391287.684,,,,-739.4933313,,0,1642,0
27158,81865.907,1,1,,29,,2,2,,2,2,,12524,,13704,,,,1500,4053.401209,1112.185826,500,0,1
27159,15899.19589,1,2,,,0,0,,0,0,0,,14102,,16116,10150.66743,16781,,1300,2608.760906,,,611,1
27160,,1,,,30,0,0,,0,0,2,37709,39588,42455,,42348.1969,45263,2500,3500,-6088.898472,5673.279557,0,6000,1
27161,3611301,-1,-3,-1,-40,1,13,4,-5,13,5,300,300,300,300,502208.5453,,0,0,-4648.88772,33830.23132,,0,1
27162,304940.3991,,,,40,0,,,0,,0,39883,42349,44095,46502,53125.50638,48959,,,-165.7212989,4066.487465,2000,2000,0
27163,,,,2,31,0,0,0,,0,0,,66157,,67127,78239.69894,,,,2691.232294,-1755.003758,2500,3000,0
27164,1969.955446,,,,42,4,3,2,2,3,,,6494,6247,7975,7415.226427,7787,0,0,,520.9353546,,331,0
27165,39270.52619,1,2,2,42,0,0,0,,0,0,7217,8291,,10975,5205.963092,,1200,1500,-862.8423194,-1052.335189,500,500,0
27166,3611301,,-2,,-40,0,7,-5,-2,7,3,238094,228523,,160149,-6475370.113,156022,0,8000,-2308.88744,-79758.59917,10000,5000,1
27167,16125.48233,1,3,,44,,2,,0,2,0,,7542,,9571,,10106,0,,-440.7899276,4926.473529,502,200,0
27168,39590.99432,1,2,1,29,0,,0,0,,,8275,8409,8600,9470,-2566.55659,9690,2800,2000,2017.012712,-1929.504049,3000,,0
27169,-27747.86913,,1,2,,0,0,0,2,0,0,13835,14897,17512,16926,18395.60693,17959,1600,3170,-4344.05726,2385.293054,1000,,0
27170,198521.1258,1,1,2,,0,0,,0,0,-1,,71417,73534,74785,75955.47022,3065,3000,3000,3527.202663,6846.36273,3080,998,0
27171,,,2,,34,0,0,0,,0,,70649,,,76421,85331.8912,,3100,3140,3986.707645,,3296,3283,0
27172,,1,,2,32,0,0,0,0,0,0,,87580,,86400,83603.71765,89082,,3300,4685.539187,6145.845534,,,0
27173,3611301,-1,-1,,-33,0,-9,1,0,-9,-3,2371,316,316,316,-101598.7888,316,316,,,27403.51727,316,,1
27174,154567.5056,1,3,1,33,-1,-1,,-1,-1,-1,326,326,326,,,,326,,5156.50265,378.2517299,326,,0
27175,,-1,,-2,-38,-9,10,1,-1,10,2,,4575,5029,6494,,,1100,1300,1015.336661,-33741.12269,11514,0,1
27176,3611301,-1,-2,,,-1,-2,0,-2,-2,1,134496,136613,133557,129909,-5784322.676,133835,6600,6600,,,6000,5000,1
27177,506021.8903,1,1,1,,1,,,,,-2,-44,-44,-44,-44,-14422.68284,,0,0,-241.6527776,-2798.115873,0,0,0
27178,341317.8712,1,,,42,-2,-2,-2,,-2,-2,6888,2913,340,2823,21417.57516,,,340,6067.251424,13796.17484,,,0
27179,,,,1,,2,2,,-2,2,-2,61650,0,,0,-18655.19242,0,0,0,506.9755771,-1023.630764,0,0,1
27180,173111.0284,1,1,1,,0,0,,0,0,0,21336,22376,,25013,20182.40925,26680,1400,,-304.1467915,-171.1774051,,1000,0
27181,180504.8825,1,3,1,48,,-2,-2,-2,-2,-2,2772,,,433,10179.29739,3475,4127,,2826.539257,,3516,7651,0
27182,,-1,-1,-1,-45,0,0,,0,0,0,,26071,27937,28774,732323.7829,29683,1500,2200,-1440.867993,-62278.76801,1000,980,0
27183,,1,,2,27,,0,0,0,0,0,45375,,50473,,43718.53727,,,,268.2270828,77.60365575,4000,5000,0
27184,,1,1,2,46,,,0,0,,0,,49082,50170,46725,103923.9557,54798,,,,,,5000,0
27185,5558868.895,-1,-2,,-27,1,,-1,-1,,-1,3751,832,2696,,187491.7055,3356,2,2704,3907.064581,-14556.97111,3366,5012,0
27186,129356.6233,,,,,0,0,2,,0,0,49271,51425,47756,45977,40622.71378,,3011,,,,,2000,0
27187,13959468.74,-1,-1,-2,-28,4,13,-1,,13,2,5838,2256,9552,4215,-348774.4044,3286,2256,9588,14486.52795,23970.0206,3295,7791,1
27188,236760.8161,1,3,2,28,0,,,,,-2,22334,,,10591,821.6564882,1509,3851,1467,,-2157.575045,1516,1193,0
27189,149516.9125,1,,,28,,0,0,0,0,0,120942,118576,118240,116142,,117647,4585,,,6349.008138,4433,4241,0
27190,124690.8344,1,,,29,1,-1,,-1,-1,-1,0,326,326,652,,326,652,326,6601.712641,-1865.757732,326,326,1
27191,,-1,-1,-1,-29,2,,0,,,0,306836,295324,303082,307038,,19085,9062,10978,-1456.456974,75709.84055,,308,1
27192,,1,1,2,,-1,,-1,,,,476,,476,476,-6591.95815,4145,,,-431.9498349,143.5993333,4145,,0
27193,244466.8517,,1,,,3,2,2,2,2,2,2500,2500,2500,,3311.900163,2500,,0,7049.467861,-1982.789197,0,0,1
27194,,1,1,,32,0,0,-2,-2,0,-2,,0,,0,-13105.36225,0,0,0,,-1143.840259,,,1
27195,438790.1036,1,,1,32,0,,0,0,,0,176838,181224,143173,145293,149312.0536,152309,,,-1096.16225,6606.401838,6000,,0
27196,342858.0253,1,1,1,33,2,2,-2,-2,2,-2,2500,0,,,18213.62293,0,0,0,-2833.664125,-629.6253684,,0,0
27197,,,3,,48,,0,-1,-1,0,,,1261,1261,2126,-9003.103434,1170,1000,,365.3802753,,0,150,0
27198,145869.7776,1,,2,45,-1,,-1,-1,,0,6129,,,671,,34725,6051,5901,-2112.664821,,5000,5000,0
27199,3035934.49,-1,,-1,-35,13,-3,-1,1,-3,10,0,26232,29093,28319,2073924.599,28658,,3300,-3905.764145,,1100,1500,1
27200,339648.6087,,1,,37,-1,,,-1,,-1,694,0,,-22,,860,0,2023,12231.42599,,1059,,0
27201,,,1,,42,-1,-1,-1,-2,-1,,1568,1550,-18,-18,193.9532306,-18,1550,0,-3750.622499,,0,,0
27202,,1,2,,38,-2,-2,-2,-2,-2,-2,1288,2508,2500,0,-1432.054592,0,2520,2500,4177.121844,-1037.662952,0,0,0
27203,140433.9247,1,2,1,43,0,,0,,,0,,126042,128706,131333,,,5000,,,4605.140876,4031,3914,0
27204,275803.1929,1,3,3,,1,-2,-1,0,-2,0,-191,-191,5612,6917,2790.812493,11822,0,6100,8062.764664,5358.541325,2500,2000,0
27205,6353467.022,,-3,-1,-39,0,-1,-1,-1,-1,-1,51790,390,,,252567.8967,,390,,5499.726138,,390,390,0
27206,277713.4087,1,,1,47,0,0,,2,0,,125055,133825,,132569,128642.5004,34036,12400,6000,86.9887138,6260.04109,,1207,0
27207,,1,2,1,41,0,0,-1,0,0,0,3014,-1750,,77974,,81747,1757,79786,,6481.288956,2972,,0
27208,,,2,,41,,0,0,2,0,,,67540,,107533,92355.62472,,3000,50030,,,,5000,0
27209,-5445.023662,1,1,1,41,0,0,0,0,0,0,19796,18510,16077,16389,19702.14236,12833,1507,4011,,1907.089842,,3000,0
27210,29610.1325,1,,1,40,0,0,2,2,0,2,42511,46526,46831,50799,49131.83287,48700,5000,2175,4341.866821,54.908136,,2000,1
27211,,1,1,2,27,-1,-1,,-1,-1,,,1111,0,6795,6722.505538,,1111,0,-1341.164138,-737.3660045,,0,0
27212,4105314.836,-1,-3,-2,,2,,2,2,,0,31649,,34336,,803424.5403,,0,4000,4544.877689,61116.83935,3000,,0
27213,166671.5733,1,1,2,27,0,,0,0,,,,58368,59830,,16144.09595,0,3000,,,-390.47104,,0,0
27214,,1,1,2,,,0,0,2,0,,34694,36014,39321,39145,40900.63127,39896,1900,4200,2366.274795,33.39745489,,,1
27215,45978.35838,,2,1,35,2,2,2,2,2,2,,,21332,21680,18698.00046,23498,1700,700,-2140.526454,9746.602504,1000,,0
27216,201048.7246,,1,1,37,-1,,-1,0,,-1,8821,17039,7113,9574,17659.81539,,20059,,,-2047.62308,4918,0,0
27217,137748.8552,,,2,49,2,2,2,2,2,2,68739,70024,68345,72487,,,3000,0,589.8389445,,2900,2900,1
27218,22663.89432,,3,,42,,2,,,2,0,8090,,,5885,,5190,0,2586,-3579.215583,-2189.984194,1000,345,1
